107.180.2.131 - - [05/Sep/2019:05:39:45 -0700] "POST /wp-cron.php?doing_wp_cron=1567687185.1642758846282958984375 HTTP/1.1" 200 - "http://www.metrocity.com.bo/wp-cron.php?doing_wp_cron=1567687185.1642758846282958984375" "WordPress/5.2.3; http://www.metrocity.com.bo"
152.172.221.245 - - [05/Sep/2019:05:39:38 -0700] "GET / HTTP/1.1" 900 5163 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:47 -0700] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.2.3 HTTP/1.1" 200 4622 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.1.1 HTTP/1.1" 200 469 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/style.css?ver=5.2.3 HTTP/1.1" 200 1666 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-includes/css/dist/block-library/style.min.css?ver=5.2.3 HTTP/1.1" 200 4767 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-includes/js/jquery/jquery.js?ver=1.12.4-wp HTTP/1.1" 200 33776 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1" 200 4014 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/css/bootstrap-theme.min.css HTTP/1.1" 200 2350 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/css/metrocity.css HTTP/1.1" 200 1525 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/css/bootstrap.min.css HTTP/1.1" 200 18717 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/js/bootstrap.min.js HTTP/1.1" 200 9441 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/js/functions.js HTTP/1.1" 200 587 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20 HTTP/1.1" 200 5860 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.1.1 HTTP/1.1" 200 3104 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/js/navigation.js?ver=20120206 HTTP/1.1" 200 869 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/js/skip-link-focus-fix.js?ver=20130115 HTTP/1.1" 200 379 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-includes/js/comment-reply.min.js?ver=5.2.3 HTTP/1.1" 200 1093 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-includes/js/wp-embed.min.js?ver=5.2.3 HTTP/1.1" 200 753 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/fonts/exljbrisMuseoSans300.woff2 HTTP/1.1" 200 18083 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23132 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
40.107.219.4 - - [05/Sep/2019:05:39:48 -0700] "GET / HTTP/1.1" 200 5163 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
40.107.219.4 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-includes/css/dist/block-library/style.min.css?ver=5.2.3 HTTP/1.1" 200 4767 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
152.172.221.245 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/fonts/exljbrisMuseoSans700.woff2 HTTP/1.1" 200 18459 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
152.172.221.245 - - [05/Sep/2019:05:39:48 -0700] "GET /wp-content/themes/metrocity/images/metrocity-logo.png HTTP/1.1" 200 72850 "http://www.metrocity.com.bo/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
40.107.219.41 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.1.1 HTTP/1.1" 200 469 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
40.107.219.4 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/style.css?ver=5.2.3 HTTP/1.1" 200 1666 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
40.107.219.44 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/css/bootstrap-theme.min.css HTTP/1.1" 200 2350 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
40.107.219.26 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/css/metrocity.css HTTP/1.1" 200 1525 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
40.107.219.4 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/js/bootstrap.min.js HTTP/1.1" 200 9441 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
40.107.219.41 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1" 200 4014 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
40.107.219.44 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/js/functions.js HTTP/1.1" 200 587 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
40.107.219.21 - - [05/Sep/2019:05:39:49 -0700] "GET /wp-content/themes/metrocity/css/bootstrap.min.css HTTP/1.1" 200 18717 "http://www.metrocity.com.bo/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
